month,date,time,month/date,Ufh,Ufc,fH,fC
1,13,16, 01/13,0.46818264415258615,0.0,1.0,0.0
1,13,17, 01/13,0.0,0.40200928105022216,1.0,0.0
1,13,18, 01/13,0.0,0.680575527836409,1.0,0.0
1,13,19, 01/13,0.0,0.6900516557488857,1.0,0.0
1,13,20, 01/13,0.0,0.6727769678814639,1.0,0.0
1,13,21, 01/13,0.0,0.6716497887374118,1.0,0.0
1,13,22, 01/13,0.0,0.6819624724237157,1.0,0.0
1,13,23, 01/13,0.1607964179315674,0.3008995675183692,1.0,0.0
1,13,24, 01/13,0.23064387181923685,0.5704287303769444,1.0,0.0
1,14,1, 01/14,0.0,0.7442625956256279,1.0,0.0
1,14,2, 01/14,0.0,0.7870923887522863,1.0,0.0
1,14,3, 01/14,0.0,0.8109503681988607,1.0,0.0
1,14,4, 01/14,0.0,0.8328746713056547,1.0,0.0
1,14,5, 01/14,0.0,0.8505157492669695,1.0,0.0
1,14,6, 01/14,0.0,0.8732946505709908,1.0,0.0
1,14,7, 01/14,0.0,0.8752801667937171,1.0,0.0
1,14,8, 01/14,1.2101417525617004,0.0,1.0,0.0
1,14,9, 01/14,1.1591421718228947,0.0,1.0,0.0
1,14,10, 01/14,1.062912438286674,0.0,1.0,0.0
1,14,11, 01/14,1.0281519445603908,0.0,1.0,0.0
1,14,12, 01/14,1.023452579344776,0.0,1.0,0.0
1,14,13, 01/14,1.0040894217708303,0.0,1.0,0.0
1,14,14, 01/14,0.9738982009203418,0.0,1.0,0.0
1,14,15, 01/14,0.8319393495545401,0.0,1.0,0.0
1,14,16, 01/14,0.4139624810099226,0.0,1.0,0.0
1,14,17, 01/14,0.0,0.7999232528402269,1.0,0.0
1,14,18, 01/14,0.0,0.8651969849157135,1.0,0.0
1,14,19, 01/14,0.0,0.8724331640262056,1.0,0.0
1,14,20, 01/14,0.0,0.8726988867820074,1.0,0.0
1,14,21, 01/14,0.0,0.8651224752972632,1.0,0.0
1,14,22, 01/14,0.0,0.8645913444685129,1.0,0.0
1,14,23, 01/14,0.0,0.8726245417657671,1.0,0.0
1,14,24, 01/14,0.0,0.8743429651539987,1.0,0.0
1,15,1, 01/15,0.0,0.8555047119829758,1.0,0.0
1,15,2, 01/15,0.0,0.8422432961107079,1.0,0.0
1,15,3, 01/15,0.0,0.8262216446581918,1.0,0.0
1,15,4, 01/15,0.0,0.8110579797515944,1.0,0.0
1,15,5, 01/15,0.0,0.8080491832821017,1.0,0.0
1,15,6, 01/15,0.0,0.8025380172097799,1.0,0.0
1,15,7, 01/15,0.0,0.7976821180399057,1.0,0.0
1,15,8, 01/15,1.0486961830042216,0.0,1.0,0.0
1,15,9, 01/15,1.2462568471716282,0.0,1.0,0.0
1,15,10, 01/15,1.1811093270962538,0.0,1.0,0.0
1,15,11, 01/15,1.0824492795226714,0.0,1.0,0.0
1,15,12, 01/15,1.0325486309362393,0.0,1.0,0.0
1,15,13, 01/15,1.0231908576234119,0.0,1.0,0.0
1,15,14, 01/15,0.9498591090474874,0.0,1.0,0.0
1,15,15, 01/15,0.720380756571126,0.0,1.0,0.0
1,15,16, 01/15,0.0,0.6227101313599723,1.0,0.0
1,15,17, 01/15,0.0,0.8803905870525414,1.0,0.0
1,15,18, 01/15,0.0,0.8893178215968085,1.0,0.0
1,15,19, 01/15,0.0,0.8924897470565877,1.0,0.0
